DIAGONAL_ERROR,FEATURE_SCALE,INNER_FOLD,MIN_EIGENVALUE,MODEL,N,OUTER_FOLD,PASS,STAGE,SYMMETRY_ERROR
0.0,1.0,3,0.011002093013682272,iqp_zz_current_20q_duplicate,453,2,True,nested_hpo,0.0
0.0,0.125,4,-1.0742506581661101e-16,iqp_zz_current_20q_duplicate,456,2,True,nested_hpo,0.0
0.0,0.25,4,1.7621937238047968e-16,iqp_zz_current_20q_duplicate,456,2,True,nested_hpo,0.0
0.0,0.5,4,-7.269927535562109e-16,iqp_zz_current_20q_duplicate,456,2,True,nested_hpo,0.0
0.0,1.0,4,-1.060503547566342e-15,iqp_zz_current_20q_duplicate,456,2,True,nested_hpo,0.0
0.0,0.125,all,2.701974965452172e-16,iqp_zz_current_20q_duplicate,607,2,True,nested_outer_fit,0.0
0.0,0.125,1,3.9769374778781676e-17,iqp_zz_current_20q_complementary_signed_sqrt,457,2,True,nested_hpo,0.0
0.0,0.25,1,2.065471755575518e-16,iqp_zz_current_20q_complementary_signed_sqrt,457,2,True,nested_hpo,0.0
0.0,0.5,1,1.0972125936409181e-15,iqp_zz_current_20q_complementary_signed_sqrt,457,2,True,nested_hpo,0.0
0.0,1.0,1,-6.522560269673443e-16,iqp_zz_current_20q_complementary_signed_sqrt,457,2,True,nested_hpo,0.0
0.0,0.125,2,1.0013363917333076e-07,iqp_zz_current_20q_complementary_signed_sqrt,455,2,True,nested_hpo,0.0
0.0,0.25,2,6.5884261735825455e-06,iqp_zz_current_20q_complementary_signed_sqrt,455,2,True,nested_hpo,0.0
0.0,0.5,2,0.0001929338523391684,iqp_zz_current_20q_complementary_signed_sqrt,455,2,True,nested_hpo,0.0
0.0,1.0,2,0.0030697448208052624,iqp_zz_current_20q_complementary_signed_sqrt,455,2,True,nested_hpo,0.0
0.0,0.125,3,2.8189591982367704e-07,iqp_zz_current_20q_complementary_signed_sqrt,453,2,True,nested_hpo,0.0
0.0,0.25,3,1.5461228193046358e-05,iqp_zz_current_20q_complementary_signed_sqrt,453,2,True,nested_hpo,0.0
0.0,0.5,3,0.0003600511040114014,iqp_zz_current_20q_complementary_signed_sqrt,453,2,True,nested_hpo,0.0
0.0,1.0,3,0.00393962473501709,iqp_zz_current_20q_complementary_signed_sqrt,453,2,True,nested_hpo,0.0
0.0,0.125,4,1.3300077314809491e-16,iqp_zz_current_20q_complementary_signed_sqrt,456,2,True,nested_hpo,0.0
0.0,0.25,4,2.0448739878507475e-16,iqp_zz_current_20q_complementary_signed_sqrt,456,2,True,nested_hpo,0.0
0.0,0.5,4,-1.6134182086056288e-16,iqp_zz_current_20q_complementary_signed_sqrt,456,2,True,nested_hpo,0.0
0.0,1.0,4,9.749145934989656e-16,iqp_zz_current_20q_complementary_signed_sqrt,456,2,True,nested_hpo,0.0
0.0,0.125,all,-3.340903247449848e-17,iqp_zz_current_20q_complementary_signed_sqrt,607,2,True,nested_outer_fit,0.0
0.0,0.125,1,1.1142730425807566e-16,iqp_zz_current_20q_duplicate,424,3,True,nested_hpo,0.0
0.0,0.25,1,5.928617338235607e-17,iqp_zz_current_20q_duplicate,424,3,True,nested_hpo,0.0
0.0,0.5,1,1.4876730955892698e-15,iqp_zz_current_20q_duplicate,424,3,True,nested_hpo,0.0
0.0,1.0,1,-3.3405859017080358e-15,iqp_zz_current_20q_duplicate,424,3,True,nested_hpo,0.0
0.0,0.125,2,3.180509860398672e-08,iqp_zz_current_20q_duplicate,422,3,True,nested_hpo,0.0
0.0,0.25,2,4.190079429192113e-06,iqp_zz_current_20q_duplicate,422,3,True,nested_hpo,0.0
0.0,0.5,2,0.00010864758086271113,iqp_zz_current_20q_duplicate,422,3,True,nested_hpo,0.0
0.0,1.0,2,0.0007488619575046519,iqp_zz_current_20q_duplicate,422,3,True,nested_hpo,0.0
0.0,0.125,3,7.818247124197507e-17,iqp_zz_current_20q_duplicate,424,3,True,nested_hpo,0.0
0.0,0.25,3,8.068378746612378e-16,iqp_zz_current_20q_duplicate,424,3,True,nested_hpo,0.0
0.0,0.5,3,-8.888294246277996e-16,iqp_zz_current_20q_duplicate,424,3,True,nested_hpo,0.0
0.0,1.0,3,1.7205355497424e-15,iqp_zz_current_20q_duplicate,424,3,True,nested_hpo,0.0
0.0,0.125,4,-4.520448174218157e-16,iqp_zz_current_20q_duplicate,425,3,True,nested_hpo,0.0
0.0,0.25,4,7.705014028872605e-16,iqp_zz_current_20q_duplicate,425,3,True,nested_hpo,0.0
0.0,0.5,4,-9.906462171608371e-17,iqp_zz_current_20q_duplicate,425,3,True,nested_hpo,0.0
0.0,1.0,4,4.064023423344665e-15,iqp_zz_current_20q_duplicate,425,3,True,nested_hpo,0.0
0.0,0.125,all,-1.7757754896000714e-16,iqp_zz_current_20q_duplicate,565,3,True,nested_outer_fit,0.0
0.0,0.125,1,-6.506574865083177e-17,iqp_zz_current_20q_complementary_signed_sqrt,424,3,True,nested_hpo,0.0
0.0,0.25,1,1.5865265915251947e-16,iqp_zz_current_20q_complementary_signed_sqrt,424,3,True,nested_hpo,0.0
0.0,0.5,1,-1.899467996540598e-15,iqp_zz_current_20q_complementary_signed_sqrt,424,3,True,nested_hpo,0.0
0.0,1.0,1,-2.2884104796701973e-15,iqp_zz_current_20q_complementary_signed_sqrt,424,3,True,nested_hpo,0.0
0.0,0.125,2,7.800837696259305e-08,iqp_zz_current_20q_complementary_signed_sqrt,422,3,True,nested_hpo,0.0
0.0,0.25,2,4.9230445191993445e-06,iqp_zz_current_20q_complementary_signed_sqrt,422,3,True,nested_hpo,0.0
0.0,0.5,2,0.00010700106433924522,iqp_zz_current_20q_complementary_signed_sqrt,422,3,True,nested_hpo,0.0
0.0,1.0,2,0.0007593077846187735,iqp_zz_current_20q_complementary_signed_sqrt,422,3,True,nested_hpo,0.0
0.0,0.125,3,2.8452198565636913e-16,iqp_zz_current_20q_complementary_signed_sqrt,424,3,True,nested_hpo,0.0
0.0,0.25,3,-1.9903155697912828e-16,iqp_zz_current_20q_complementary_signed_sqrt,424,3,True,nested_hpo,0.0
0.0,0.5,3,6.357382940197258e-16,iqp_zz_current_20q_complementary_signed_sqrt,424,3,True,nested_hpo,0.0
0.0,1.0,3,1.4511503977632234e-15,iqp_zz_current_20q_complementary_signed_sqrt,424,3,True,nested_hpo,0.0
0.0,0.125,4,1.5437545316743577e-16,iqp_zz_current_20q_complementary_signed_sqrt,425,3,True,nested_hpo,0.0
0.0,0.25,4,-2.920630735472115e-16,iqp_zz_current_20q_complementary_signed_sqrt,425,3,True,nested_hpo,0.0
0.0,0.5,4,1.334637780476362e-15,iqp_zz_current_20q_complementary_signed_sqrt,425,3,True,nested_hpo,0.0
0.0,1.0,4,1.3609685107291828e-15,iqp_zz_current_20q_complementary_signed_sqrt,425,3,True,nested_hpo,0.0
0.0,0.125,all,1.6865504499201808e-16,iqp_zz_current_20q_complementary_signed_sqrt,565,3,True,nested_outer_fit,0.0
0.0,0.125,1,2.8405145245104354e-08,iqp_zz_current_20q_duplicate,399,4,True,nested_hpo,0.0
0.0,0.25,1,3.518197661006194e-06,iqp_zz_current_20q_duplicate,399,4,True,nested_hpo,0.0
0.0,0.5,1,0.00010831125898571879,iqp_zz_current_20q_duplicate,399,4,True,nested_hpo,0.0
0.0,1.0,1,0.0008754177520738099,iqp_zz_current_20q_duplicate,399,4,True,nested_hpo,0.0
0.0,0.125,2,3.812744115771163e-08,iqp_zz_current_20q_duplicate,398,4,True,nested_hpo,0.0
0.0,0.25,2,7.21962896268259e-06,iqp_zz_current_20q_duplicate,398,4,True,nested_hpo,0.0
0.0,0.5,2,0.0005174376343978008,iqp_zz_current_20q_duplicate,398,4,True,nested_hpo,0.0
0.0,1.0,2,0.008959100042288122,iqp_zz_current_20q_duplicate,398,4,True,nested_hpo,0.0
0.0,0.125,3,2.2588087907777612e-08,iqp_zz_current_20q_duplicate,397,4,True,nested_hpo,0.0
0.0,0.25,3,3.2358892261986215e-06,iqp_zz_current_20q_duplicate,397,4,True,nested_hpo,0.0
0.0,0.5,3,0.00010188635978576144,iqp_zz_current_20q_duplicate,397,4,True,nested_hpo,0.0
0.0,1.0,3,0.0007738091823718202,iqp_zz_current_20q_duplicate,397,4,True,nested_hpo,0.0
0.0,0.125,4,2.392817793738809e-08,iqp_zz_current_20q_duplicate,399,4,True,nested_hpo,0.0
0.0,0.25,4,3.160911770093658e-06,iqp_zz_current_20q_duplicate,399,4,True,nested_hpo,0.0
0.0,0.5,4,0.00010627628601405867,iqp_zz_current_20q_duplicate,399,4,True,nested_hpo,0.0
0.0,1.0,4,0.0008854433541587436,iqp_zz_current_20q_duplicate,399,4,True,nested_hpo,0.0
0.0,0.25,all,2.199786278423544e-06,iqp_zz_current_20q_duplicate,531,4,True,nested_outer_fit,0.0
0.0,0.125,1,9.083794157449357e-08,iqp_zz_current_20q_complementary_signed_sqrt,399,4,True,nested_hpo,0.0
0.0,0.25,1,4.796870714067885e-06,iqp_zz_current_20q_complementary_signed_sqrt,399,4,True,nested_hpo,0.0
0.0,0.5,1,0.00010572025963604649,iqp_zz_current_20q_complementary_signed_sqrt,399,4,True,nested_hpo,0.0
0.0,1.0,1,0.0008536203880186387,iqp_zz_current_20q_complementary_signed_sqrt,399,4,True,nested_hpo,0.0
0.0,0.125,2,4.4237346458782835e-07,iqp_zz_current_20q_complementary_signed_sqrt,398,4,True,nested_hpo,0.0
0.0,0.25,2,2.59365132596967e-05,iqp_zz_current_20q_complementary_signed_sqrt,398,4,True,nested_hpo,0.0
0.0,0.5,2,0.0010364887053966412,iqp_zz_current_20q_complementary_signed_sqrt,398,4,True,nested_hpo,0.0
0.0,1.0,2,0.022338166657644126,iqp_zz_current_20q_complementary_signed_sqrt,398,4,True,nested_hpo,0.0
0.0,0.125,3,7.324107531196048e-08,iqp_zz_current_20q_complementary_signed_sqrt,397,4,True,nested_hpo,0.0
0.0,0.25,3,4.8261802508505886e-06,iqp_zz_current_20q_complementary_signed_sqrt,397,4,True,nested_hpo,0.0
0.0,0.5,3,0.00011641290326082968,iqp_zz_current_20q_complementary_signed_sqrt,397,4,True,nested_hpo,0.0
0.0,1.0,3,0.0008142145145992501,iqp_zz_current_20q_complementary_signed_sqrt,397,4,True,nested_hpo,0.0
0.0,0.125,4,6.693558128392767e-08,iqp_zz_current_20q_complementary_signed_sqrt,399,4,True,nested_hpo,0.0
0.0,0.25,4,4.055668472926082e-06,iqp_zz_current_20q_complementary_signed_sqrt,399,4,True,nested_hpo,0.0
0.0,0.5,4,0.00010099612132421616,iqp_zz_current_20q_complementary_signed_sqrt,399,4,True,nested_hpo,0.0
0.0,1.0,4,0.0008470273458282634,iqp_zz_current_20q_complementary_signed_sqrt,399,4,True,nested_hpo,0.0
0.0,0.125,all,4.065336899648113e-08,iqp_zz_current_20q_complementary_signed_sqrt,531,4,True,nested_outer_fit,0.0
0.0,0.125,1,-5.531834241987137e-16,iqp_zz_current_20q_duplicate,429,5,True,nested_hpo,0.0
0.0,0.25,1,-5.201159308133269e-16,iqp_zz_current_20q_duplicate,429,5,True,nested_hpo,0.0
0.0,0.5,1,7.119963604504558e-16,iqp_zz_current_20q_duplicate,429,5,True,nested_hpo,0.0
0.0,1.0,1,2.8401760110430274e-15,iqp_zz_current_20q_duplicate,429,5,True,nested_hpo,0.0
